timestep,speed_front_right,current_front_right,acceleration_front_right,speed_rear_right,current_rear_right,acceleration_rear_right,speed_rear_left,current_rear_left,acceleration_rear_left,speed_front_left,current_front_left,acceleration_front_left,angle_front,angle_rear
5855.0,-716.0,-511.5,1.0,-736.5,-656.0,1.0,778.0,738.0,1.0,761.0,592.0,1.0,-1.175,1.04
5856.0,-750.5,-587.0,1.0,-755.0,-633.25,1.0,770.5,699.1666666666666,1.0,753.0,572.5,1.0,-0.1937499999999999,0.115
5857.0,-760.5,-588.0,1.0,-754.5,-771.0,1.0,763.0,660.3333333333334,1.0,750.25,579.0,1.0,0.2674999999999999,-0.29
5858.0,-767.0,-550.5,1.0,-751.5,-662.5,1.0,755.5,621.5,1.0,749.0,659.5,1.0,0.415,-0.51625
5859.0,-761.5,-514.5,1.0,-756.25,-686.5,1.0,748.0,582.6666666666666,1.0,746.5,600.0,1.0,0.7025,-0.7849999999999999
5860.0,-760.0,-568.0,1.0,-750.0,-650.0,1.0,740.5,543.8333333333333,1.0,739.0,736.75,1.0,0.6799999999999999,-0.7
5861.0,-758.75,-538.25,1.0,-756.5,-674.5,1.0,733.0,505.0,1.0,740.0,821.5,1.0,0.8,-0.8
5862.0,-764.0,-543.5,1.0,-758.0,-599.5,1.0,743.0,628.5,1.0,741.25,714.75,1.0,0.7,-0.745
5863.0,-770.75,-651.75,1.0,-766.0,-608.5,1.0,753.0,752.0,1.0,747.5,667.5,1.0,0.7,-0.79
5864.0,-770.5,-588.5,1.0,-769.5,-742.0,1.0,745.0,756.0,1.0,755.5,556.5,1.0,0.7,-0.79
5865.0,-768.5,-637.0,1.0,-768.0,-674.5,1.0,683.9,652.1,1.0,752.5,684.5,1.0,0.7,-0.79
5866.0,-765.5,-515.0,1.0,-765.0,-752.0,1.0,622.8,548.2,1.0,756.0,601.0,1.0,0.7,-0.79
5867.0,-759.0,-292.0,1.0,-762.0,-609.5,1.0,561.7,444.29999999999995,1.0,749.5,83.25,1.0,0.7424999999999999,-0.81
5868.0,-651.0,572.75,1.0,-616.5,679.25,1.0,500.6,340.4,1.0,646.5,-516.0,1.0,0.6612499999999999,-0.74
5869.0,-517.0,288.0,1.0,-462.5,416.0,1.0,439.5,236.5,1.0,437.5,-194.5,1.0,0.5575,-0.5125
5870.0,-306.25,64.75,1.0,-334.5,103.5,1.0,287.0,-52.0,1.0,297.5,-39.5,1.0,0.5075,-0.44
5871.0,-170.5,3.0,1.0,-171.5,20.75,1.0,148.75,-37.75,1.0,173.0,-42.5,1.0,0.44,-0.44
5872.0,-79.5,-24.0,1.0,-62.5,-17.0,1.0,52.0,1.5,1.0,55.75,-19.5,1.0,0.44,-0.44
5873.0,-5.5,-24.0,1.0,-6.75,-41.0,1.0,7.0,10.5,1.0,5.0,-25.5,1.0,0.44,-0.44
5874.0,-1.0,-25.5,1.0,-1.0,-17.0,1.0,0.0,-18.0,1.0,0.25,-21.0,1.0,0.44,-0.44
5875.0,-0.25,-13.0,1.0,0.0,-26.5,1.0,0.0,-18.0,1.0,0.0,-1.0,1.0,0.44,-0.44
5876.0,0.0,-19.0,1.0,0.0,-17.0,1.0,0.0,-8.25,1.0,0.0,8.0,1.0,0.44,-0.44
5877.0,0.0,-11.0,1.0,0.0,-11.0,1.0,0.0,1.5,1.0,0.0,-4.25,1.0,0.44,-0.44
5878.0,0.0,-19.0,1.0,0.0,-4.0,1.0,0.0,-21.0,1.0,0.0,-16.5,1.0,0.44,-0.44
5879.0,0.0,-24.5,1.0,0.0,-26.5,1.0,0.0,15.5,1.0,0.0,-10.75,1.0,0.44,-0.44
5880.0,0.0,-30.75,1.0,0.0,-24.25,1.0,0.0,10.5,1.0,0.0,-5.5,1.0,0.44,-0.44
5881.0,0.0,-14.5,1.0,0.0,-31.5,1.0,0.0,4.5,1.0,0.0,1.5,1.0,0.44,-0.44
5882.0,0.0,-14.5,1.0,0.0,-31.5,1.0,0.0,4.5,1.0,0.0,1.5,1.0,0.44,-0.44
